CustomerID,PhoneService,MultipleLines
8952-WCVCD,Yes,No
2418-TPEUN,Yes,No
3963-RYFNS,Yes,Yes
3198-VELRD,Yes,Yes
8540-ZQGEA,Yes,No
1320-REHCS,Yes,Yes
4137-JOPHL,Yes,No
9436-ZBZCT,Yes,Yes
7801-CEDNV,Yes,No
2057-BOYKM,Yes,Yes
3658-QQJYD,Yes,No
1803-BGNBD,Yes,No
0134-XWXCE,Yes,No
6950-TWMYB,Yes,No
5848-FHRFC,Yes,No
2243-FNMMI,Yes,No
2511-MORQY,Yes,Yes
5356-KZCKT,Yes,Yes
9470-XCCEM,Yes,Yes
6519-CFDBX,Yes,No
3902-MIVLE,Yes,Yes
0409-WTMPL,Yes,Yes
8763-KIAFH,Yes,No
3669-WHAFY,Yes,Yes
3055-VTCGS,Yes,No
3144-KMTWZ,Yes,Yes
7279-BUYWN,Yes,Yes
7156-MHUGY,Yes,No
7198-GLXTC,Yes,No
2007-QVGAW,Yes,No
5207-PLSTK,Yes,No
2307-FYNNL,Yes,Yes
5605-XNWEN,Yes,Yes
2155-AMQRX,Yes,Yes
6181-AXXYF,Yes,Yes
5091-HFAZW,Yes,No
0516-VRYBW,Yes,No
2519-LBNQL,Yes,Yes
8623-ULFNQ,Yes,Yes
8380-PEFPE,Yes,No
5687-DKDTV,Yes,No
1568-LJSZU,Yes,Yes
7530-HDYDS,Yes,No
7789-HKSBS,Yes,Yes
7416-CKTEP,Yes,No
2586-CWXVV,No,No phone service
3096-IZETN,Yes,No
2348-KCJLT,Yes,No
8401-EMUWF,Yes,Yes
4193-IBKSW,Yes,Yes
5377-NDTOU,Yes,Yes
5922-ABDVO,Yes,Yes
2474-LCNUE,Yes,Yes
0839-QNXME,Yes,No
3506-OVLKD,Yes,Yes
9172-ANCRX,Yes,Yes
6650-VJONK,Yes,No
2178-PMGCJ,Yes,No
7492-TAFJD,No,No phone service
2773-MADBQ,No,No phone service
6016-LVTJQ,Yes,No
7860-KSUGX,Yes,Yes
8966-KZXXA,Yes,Yes
6910-HADCM,Yes,No
4816-LXZYW,Yes,Yes
9606-PBKBQ,Yes,Yes
5149-QYTTU,Yes,Yes
2070-XYMFH,Yes,Yes
2085-BOJKI,Yes,No
0817-HSUSE,Yes,No
5442-PPTJY,Yes,No
1927-QEWMY,Yes,No
1663-MHLHE,Yes,No
5663-QBGIS,Yes,Yes
4450-MDZFX,Yes,Yes
6701-DHKWQ,No,No phone service
7554-AKDQF,Yes,No
3536-IQCTX,Yes,Yes
4911-BANWH,Yes,Yes
8496-EJAUI,Yes,No
0794-YVSGE,Yes,No
5423-BHIXO,Yes,Yes
6908-VVYHM,Yes,Yes
2959-EEXWB,No,No phone service
1839-UMACK,Yes,Yes
3030-YDNRM,Yes,Yes
7321-KKSDU,Yes,No
3402-XRIUO,Yes,Yes
3132-TVFDZ,No,No phone service
8286-AFUYI,Yes,No
8080-DDEMJ,Yes,No
8356-WUAOJ,Yes,No
6365-MTGZX,Yes,No
1349-WXNGG,Yes,No
8058-DMYRU,Yes,Yes
9350-ZXYJC,Yes,Yes
6990-YNRIO,Yes,Yes
8958-JPTRR,Yes,Yes
6959-GQEGV,Yes,No
3173-WSSUE,Yes,No
1265-HVPZB,Yes,No
4115-UMJFQ,No,No phone service
7369-TRPFD,Yes,No
1098-KFQEC,Yes,No
7190-XHTWJ,Yes,No
0621-TWIEM,Yes,No
3537-RYBHH,Yes,Yes
2485-ITVKB,No,No phone service
3669-OYSJI,Yes,No
1612-EOHDH,Yes,No
6702-OHFWR,No,No phone service
5296-BFCYD,Yes,No
4510-PYUSH,Yes,No
9359-JANWS,Yes,No
7517-SAWMO,Yes,No
4143-HHPMK,Yes,No
3279-DYZQM,Yes,No
7054-LGEQW,Yes,No
0523-VNGTF,No,No phone service
9575-IWCAZ,Yes,Yes
7105-MXJLL,Yes,No
7064-FRRSW,Yes,Yes
7940-UQQUG,Yes,Yes
0923-PNFUB,Yes,No
3961-SXAXY,Yes,No
7010-BRBUU,Yes,Yes
3566-HJGPK,Yes,No
3062-ICYZQ,Yes,Yes
9938-PRCVK,Yes,No
0973-KYVNF,Yes,No
5129-HHMZC,Yes,Yes
9637-CDTKZ,Yes,Yes
3946-JEWRQ,Yes,Yes
7873-CVMAW,Yes,Yes
0463-WZZKO,Yes,No
3494-JCHRQ,Yes,No
6474-FVJLC,Yes,Yes
4524-QCSSM,No,No phone service
5832-EXGTT,Yes,No
8840-DQLGN,Yes,Yes
2039-JONDJ,Yes,No
7217-JYHOQ,Yes,No
6695-FRVEC,Yes,No
4547-LYTDD,Yes,Yes
9894-QMIMJ,Yes,No
8069-YQQAJ,No,No phone service
6770-XUAGN,Yes,No
4193-ORFCL,Yes,No
1636-NTNCO,No,No phone service
3466-WAESX,Yes,Yes
9281-PKKZE,No,No phone service
3638-VBZTA,Yes,Yes
7459-IMVYU,Yes,Yes
7776-QWNFX,Yes,No
6689-TCZHQ,Yes,No
8563-OYMQY,Yes,No
0754-EEBDC,Yes,No
5777-ZPQNC,Yes,No
1951-IEYXM,Yes,Yes
3318-NMQXL,Yes,No
3143-ILDAL,Yes,Yes
1022-RKXDR,Yes,Yes
2361-FJWNO,No,No phone service
2272-UOINI,Yes,No
8232-UTFOZ,Yes,No
3750-YHRYO,Yes,No
6637-KYRCV,No,No phone service
5668-MEISB,Yes,Yes
0129-QMPDR,Yes,No
7188-CBBBA,Yes,Yes
5356-CSVSQ,Yes,Yes
3221-CJMSG,Yes,No
4720-VSTSI,Yes,Yes
3219-JQRSL,Yes,Yes
2801-NISEI,Yes,No
3946-MHCZW,Yes,No
4623-ZKHLY,Yes,No
6732-VAILE,Yes,Yes
8201-AAXCB,Yes,Yes
7696-CFTAT,Yes,No
1845-CSBRZ,Yes,Yes
2123-VSCOT,Yes,Yes
6651-AZVTJ,Yes,Yes
4566-GOLUK,Yes,Yes
2484-DGXPZ,Yes,No
2018-QKYGT,Yes,No
2792-VPPET,Yes,No
7409-JURKQ,Yes,Yes
3247-MHJKM,Yes,No
1964-SVLEA,Yes,No
4587-NUKOX,Yes,No
7297-DVYGA,Yes,No
2239-CGBUZ,Yes,No
0854-UYHZD,Yes,No
7243-LCGGZ,Yes,No
8267-KFGYD,Yes,No
4890-VMUAV,Yes,Yes
9261-WDCAF,Yes,No
3764-MNMOI,Yes,No
7442-YGZFK,Yes,Yes
0420-BWTPW,No,No phone service
8229-BUJHX,Yes,No
7449-HVPIV,Yes,Yes
5504-WSIUR,Yes,Yes
8183-ONMXC,Yes,No
8466-PZBLH,Yes,Yes
9614-RMGHA,Yes,Yes
8735-IJJEG,Yes,No
0564-MUUQK,Yes,Yes
5054-IEXZT,Yes,No
5834-ASPWA,Yes,Yes
0701-RFGFI,Yes,Yes
0019-EFAEP,Yes,Yes
5619-PTMIK,Yes,Yes
3737-XBQDD,Yes,Yes
5882-CMAZQ,No,No phone service
5846-QFDFI,Yes,Yes
4445-KWOKW,Yes,Yes
3511-APPBJ,Yes,No
7967-HYCDE,Yes,No
2430-RRYUW,Yes,No
3948-XHGNA,Yes,No
3723-BFBGR,Yes,Yes
0565-IYCGT,Yes,Yes
5447-WZAFP,Yes,No
5110-CHOPY,No,No phone service
5445-UTODQ,Yes,No
4425-OWHWB,Yes,No
7892-QVYKW,Yes,Yes
9675-ICXCT,Yes,No
1024-VRZHF,Yes,Yes
4703-MQYKT,Yes,No
9497-QCMMS,Yes,Yes
5692-ICXLW,Yes,Yes
0602-DDUML,Yes,No
2208-MPXIO,Yes,No
1960-UYCNN,Yes,Yes
0348-SDKOL,Yes,Yes
3190-FZATL,Yes,No
7336-RLLRH,Yes,Yes
4373-MAVJG,Yes,Yes
8901-HJXTF,No,No phone service
7710-JSYOA,Yes,Yes
5419-KLXBN,Yes,No
3424-NMNBO,Yes,Yes
9885-MFVSU,No,No phone service
4514-GFCFI,Yes,Yes
0607-MVMGC,Yes,Yes
3365-SAIGS,Yes,No
9828-AOQLM,Yes,No
8022-BECSI,Yes,No
8000-REIQB,Yes,No
9993-LHIEB,Yes,No
0266-CLZKZ,Yes,Yes
7615-ESMYF,No,No phone service
3858-VOBET,Yes,Yes
7020-OZKXZ,Yes,No
3977-QCRSL,Yes,No
0017-DINOC,No,No phone service
1447-PJGGA,Yes,No
8565-CLBZW,Yes,Yes
9139-WQQDY,Yes,Yes
0224-HJAPT,Yes,Yes
8086-OVPWV,Yes,No
9430-FRQOC,Yes,Yes
7639-OPLNG,Yes,Yes
3074-GQWYX,Yes,Yes
1492-QGCLU,Yes,Yes
6845-RGTYS,Yes,Yes
7328-OWMOM,Yes,No
4418-LZMSV,Yes,No
5155-AZQPB,Yes,Yes
8861-HGGKB,Yes,Yes
1087-GRUYI,Yes,No
7065-YUNRY,Yes,No
7694-VLBWQ,Yes,Yes
2546-KZAAT,Yes,No
0181-RITDD,Yes,No
5989-PGKJB,Yes,No
4795-KTRTH,Yes,Yes
8272-ONJLV,Yes,No
1488-PBLJN,Yes,Yes
0308-GIQJT,Yes,Yes
3778-FOAQW,Yes,No
4452-ROHMO,Yes,No
6481-OGDOO,Yes,No
3090-LETTY,Yes,Yes
5349-AZPEW,No,No phone service
3753-TSEMP,Yes,No
8305-VHZBZ,Yes,No
9720-JJJOR,Yes,No
8100-HZZLJ,Yes,No
8775-ERLNB,Yes,Yes
8309-IEYJD,Yes,No
9172-JITSM,Yes,No
6298-QDFNH,Yes,Yes
7398-HPYZQ,Yes,Yes
3546-GHEAE,Yes,No
7361-YPXFS,Yes,Yes
6557-BZXLQ,Yes,No
2550-QHZGP,Yes,No
7519-JTWQH,Yes,Yes
2538-OIMXF,No,No phone service
8543-MSDMF,Yes,No
9961-JBNMK,Yes,No
1170-SASML,Yes,Yes
4872-JCVCA,No,No phone service
5346-BZCHP,Yes,No
2038-LLMLM,Yes,Yes
6173-ITPWD,Yes,Yes
9734-UYXQI,Yes,Yes
1216-BGTSP,Yes,Yes
4138-NAXED,Yes,Yes
2189-UXTKY,Yes,Yes
0744-BIKKF,Yes,Yes
7483-IQWIB,Yes,Yes
5248-KWLAR,Yes,Yes
4958-GZWIY,Yes,No
7996-MHXLW,Yes,Yes
7833-PKIHD,Yes,No
7061-OVMIM,Yes,No
5153-RTHKF,Yes,Yes
1852-QSWCD,Yes,Yes
4832-VRBMR,Yes,Yes
9079-LWTFD,Yes,Yes
6356-ELRKD,Yes,No
8624-GIOUT,Yes,Yes
3392-EHMNK,Yes,Yes
5986-WWXDV,Yes,No
3061-BCKYI,Yes,No
6179-GJPSO,Yes,No
7901-TBKJX,Yes,Yes
7228-PAQPD,Yes,No
3177-LASXD,Yes,No
7746-QYVCO,Yes,No
5804-HYIEZ,Yes,Yes
9919-FZDED,Yes,Yes
5934-TSSAU,Yes,No
3486-KHMLI,Yes,Yes
4897-QSUYC,Yes,No
1084-UQCHV,Yes,No
8290-YWKHZ,Yes,Yes
2955-BJZHG,Yes,No
3806-DXQOM,No,No phone service
6784-XYJAE,Yes,Yes
3933-DQPWX,No,No phone service
6661-EIPZC,No,No phone service
8957-THMOA,Yes,No
2251-PYLPB,Yes,Yes
5555-RNPGT,Yes,Yes
1057-FOGLZ,Yes,No
9300-RENDD,Yes,No
0761-AETCS,Yes,No
8087-LGYHQ,Yes,No
4137-BTIKL,Yes,Yes
2190-BCXEC,Yes,Yes
6227-FBDXH,Yes,Yes
2153-MREFK,Yes,Yes
2911-WDXMV,Yes,Yes
7206-PQBBZ,Yes,No
3106-ULWFW,Yes,Yes
0925-VYDLG,Yes,Yes
4547-FZJWE,Yes,No
7422-WNBTY,Yes,Yes
0842-IWYCP,Yes,No
3521-HTQTV,Yes,Yes
3744-ZBHON,Yes,No
3373-DIUUN,Yes,No
8383-SGHJU,Yes,Yes
7607-QKKTJ,Yes,Yes
7707-PYBBH,Yes,No
8984-HPEMB,Yes,Yes
4349-GFQHK,Yes,Yes
4139-DETXS,No,No phone service
9779-DPNEJ,Yes,No
9805-FILKB,Yes,No
5793-YOLJN,Yes,No
0673-IGUQO,Yes,No
4123-FCVCB,Yes,Yes
8819-IMISP,Yes,Yes
7802-EFKNY,No,No phone service
8311-UEUAB,Yes,Yes
5858-EAFCZ,Yes,No
8035-BUYVG,No,No phone service
1163-ONYEY,Yes,Yes
9787-XVQIU,Yes,Yes
8945-MUQUF,Yes,Yes
5656-MJEFC,No,No phone service
6082-OQFBA,Yes,No
8051-HJRLT,Yes,No
8974-OVACP,Yes,No
4010-YLMVT,Yes,Yes
1379-FRVEB,Yes,Yes
8612-GXIDD,Yes,Yes
6288-CHQJB,Yes,No
8160-HOWOX,Yes,No
3023-GFLBR,Yes,Yes
6648-INWPS,Yes,No
4223-BKEOR,Yes,No
4079-VTGLK,Yes,Yes
1763-WQFUK,Yes,No
1391-UBDAR,Yes,No
8894-JVDCV,Yes,Yes
2023-VQFDL,Yes,No
1345-GKDZZ,Yes,No
2014-MKGMH,Yes,Yes
5628-FCGYG,Yes,Yes
2560-WBWXF,Yes,Yes
0248-IPDFW,Yes,Yes
7978-DKUQH,Yes,No
4335-UPJSI,Yes,No
0524-IAVZO,Yes,Yes
2737-YNGYW,Yes,No
1784-EZDKJ,Yes,Yes
9297-FVVDH,Yes,Yes
8007-YYPWD,Yes,Yes
7101-HRBLJ,Yes,No
5159-YFPKQ,Yes,No
6635-CPNUN,Yes,Yes
4021-RQSNY,Yes,Yes
5453-YBTWV,Yes,No
5039-LZRQT,Yes,No
2931-VUVJN,Yes,Yes
9061-TIHDA,Yes,Yes
8699-ASUFO,Yes,Yes
6418-PIQSP,Yes,No
8220-OCUFY,Yes,No
3995-WFCSM,Yes,No
1895-QTKDO,Yes,No
2038-OEQZH,Yes,No
1178-PZGAB,Yes,No
7927-AUXBZ,Yes,No
2626-VEEWG,Yes,No
2878-RMWXY,Yes,Yes
1657-DYMBM,Yes,No
7311-MQJCH,Yes,No
7375-WMVMT,Yes,No
1136-XGEQU,Yes,Yes
2530-FMFXO,Yes,Yes
6844-DZKRF,Yes,No
4695-WJZUE,Yes,Yes
7619-ODSGN,Yes,Yes
5970-GHJAW,Yes,No
8879-XUAHX,Yes,Yes
3689-MOZGR,No,No phone service
4195-PNGZS,Yes,Yes
5003-XZWWO,Yes,Yes
3988-RQIXO,Yes,No
7622-FWGEW,Yes,No
6922-NCEDI,Yes,No
2514-GINMM,Yes,No
9891-NQDBD,Yes,Yes
6131-IUNXN,Yes,No
8548-AWOFC,Yes,Yes
9798-DRYDS,Yes,Yes
8532-UEFWH,Yes,Yes
6296-DDOOR,Yes,No
7951-VRDVK,Yes,No
5931-FLJJF,Yes,No
4815-YOSUK,Yes,Yes
2659-VXMWZ,Yes,Yes
0380-NEAVX,Yes,No
3207-OYBWH,Yes,Yes
4285-GYRQC,Yes,No
7216-EWTRS,Yes,Yes
4365-MSDYN,Yes,No
7036-TYDEC,Yes,Yes
5802-ADBRC,Yes,Yes
8076-FEZKJ,Yes,No
5197-YPYBZ,Yes,Yes
8337-MSSXB,Yes,No
4312-GVYNH,No,No phone service
8495-LJDFO,Yes,Yes
0839-JTCUD,Yes,Yes
5494-WOZRZ,Yes,No
1302-UHBDD,Yes,No
2234-EOFPT,Yes,No
8619-IJNDK,Yes,No
8378-LKJAF,Yes,Yes
8182-BJDSI,Yes,Yes
2528-HFYZX,Yes,No
1153-GNOLC,No,No phone service
3298-QEICA,No,No phone service
0788-DXBFY,Yes,No
3597-YASZG,Yes,Yes
3496-LFSZU,Yes,No
5242-UOWHD,Yes,No
2482-CZGBB,Yes,No
6479-SZPLM,Yes,No
8097-VBQTZ,Yes,No
4500-HKANN,Yes,Yes
9917-KWRBE,Yes,Yes
3420-ZDBMA,Yes,No
2212-LYASK,No,No phone service
1393-IMKZG,Yes,No
8069-RHUXK,No,No phone service
3398-GCPMU,Yes,Yes
2908-WGAXL,Yes,Yes
3378-AJRAO,Yes,Yes
1013-QCWAM,Yes,Yes
0866-QLSIR,Yes,Yes
6050-FFXES,Yes,Yes
7181-BQYBV,Yes,Yes
0362-RAOQO,Yes,No
9554-DFKIC,Yes,Yes
5527-ACHSO,Yes,No
0829-DDVLK,Yes,No
1399-UBQIU,Yes,No
1813-JLKWR,Yes,No
0336-PIKEI,Yes,No
7322-OCWHC,Yes,Yes
9537-VHDTA,Yes,No
4957-TIALW,Yes,No
2054-PJOCK,Yes,Yes
9150-HEPMB,Yes,No
9030-QGZNL,Yes,No
6204-IEUXJ,Yes,No
3126-WQMGH,Yes,Yes
4529-CKBCL,Yes,No
2506-CLAKW,Yes,No
7176-WRTNX,Yes,Yes
1583-IHQZE,Yes,Yes
5732-IKGQH,Yes,No
9239-GZHZE,Yes,Yes
7205-BAIAD,Yes,No
0151-ONTOV,Yes,No
4140-MUHUG,Yes,No
0093-EXYQL,Yes,No
8064-RAVOH,Yes,No
0219-QAERP,Yes,No
0320-JDNQG,Yes,No
7180-PISOG,Yes,Yes
9168-INPSZ,Yes,Yes
3571-RFHAR,Yes,Yes
0015-UOCOJ,Yes,No
5334-AFQJB,Yes,Yes
2754-SDJRD,Yes,Yes
9578-VRMNM,Yes,Yes
1587-FKLZB,Yes,Yes
6140-QNRQQ,Yes,No
8963-JLGJT,Yes,No
4307-KTUMW,Yes,Yes
1465-LNTLJ,Yes,No
5440-FLBQG,Yes,Yes
2135-DQWAQ,Yes,No
4056-QHXHZ,Yes,Yes
7470-MCQTK,No,No phone service
7488-MXJIV,Yes,Yes
7401-JIXNM,Yes,Yes
9339-FIIJL,Yes,Yes
2027-FECZV,Yes,Yes
2672-DZUOY,No,No phone service
4706-DGAHW,Yes,No
3870-MQAMG,Yes,Yes
6670-MFRPK,Yes,Yes
6177-PEVRA,Yes,No
4800-CZMPC,Yes,Yes
4813-HQMGZ,Yes,Yes
7579-KKLOE,Yes,Yes
7377-DMMRI,Yes,No
8402-EIVQS,Yes,No
4947-DSMXK,Yes,Yes
7245-NIIWQ,Yes,No
0002-ORFBO,Yes,No
3324-OIRTO,Yes,No
5414-OFQCB,Yes,Yes
4967-WPNCF,No,No phone service
8552-OBVRU,Yes,No
8499-BRXTD,Yes,No
9154-QDGTH,Yes,Yes
8197-BFWVU,Yes,Yes
2577-GVSIL,Yes,Yes
9367-OIUXP,Yes,No
6770-UAYGJ,Yes,Yes
6463-HHXJR,Yes,Yes
7928-VJYAB,Yes,No
1187-WILMM,Yes,Yes
9776-OJUZI,Yes,Yes
1306-RPWXZ,Yes,No
8949-JTMAY,Yes,Yes
2774-LVQUS,Yes,Yes
3097-PYWXL,Yes,No
2266-SJNAT,Yes,Yes
0869-PAPRP,Yes,No
4238-JSSWH,Yes,Yes
2972-YDYUW,Yes,Yes
1104-FEJAM,Yes,Yes
2809-ILCYT,Yes,Yes
5499-ECUTN,Yes,No
4981-FLTMF,Yes,Yes
9121-PHQSR,Yes,Yes
3113-IWHLC,Yes,No
3211-ILJTT,Yes,No
4612-THJBS,Yes,Yes
4277-BWBML,Yes,No
4094-NSEDU,Yes,Yes
0234-TEVTT,No,No phone service
4304-TSPVK,Yes,Yes
1552-AAGRX,Yes,Yes
2637-FKFSY,Yes,No
9796-MVYXX,No,No phone service
7874-ECPQJ,Yes,No
0020-INWCK,Yes,Yes
7089-RKVSZ,Yes,Yes
2683-JXWQQ,No,No phone service
9548-ZMVTX,Yes,Yes
8739-XNIKG,Yes,Yes
9755-JHNMN,Yes,No
3981-QSVQI,Yes,No
2789-HQBOU,Yes,No
9424-CMPOG,Yes,No
5067-WJEUN,Yes,No
3450-WXOAT,Yes,No
9251-WNSOD,Yes,Yes
6974-DAFLI,Yes,No
2616-UUTFK,Yes,Yes
7064-JHXCE,Yes,No
5103-MHMHY,Yes,No
7989-AWGEH,No,No phone service
4373-VVHQL,Yes,No
4559-UWIHT,Yes,Yes
7268-IGMFD,Yes,Yes
1846-XWOQN,Yes,No
0235-KGSLC,Yes,No
6650-BWFRT,Yes,Yes
9570-KYEUA,Yes,Yes
6993-YGFJV,Yes,Yes
2712-SYWAY,Yes,Yes
0730-BGQGF,Yes,Yes
5498-IBWPI,Yes,No
9101-NTIXF,Yes,No
0013-SMEOE,Yes,No
9314-QDMDW,Yes,No
9308-ANMVE,Yes,No
2884-GBPFB,Yes,No
3757-NJYBX,Yes,Yes
3413-DHLPB,Yes,Yes
7649-PHJVR,Yes,No
6114-TCFID,No,No phone service
3787-TRIAL,No,No phone service
2573-GYRUU,Yes,Yes
5156-UMKOW,No,No phone service
1247-QBVSH,Yes,No
6734-GMPVK,Yes,Yes
9822-OAOVB,Yes,No
6161-ERDGD,Yes,Yes
1226-JZNKR,Yes,No
7318-EIVKO,Yes,Yes
3771-PZOBW,Yes,Yes
5136-KCKGI,Yes,Yes
8231-BSWXX,Yes,Yes
6486-LHTMA,Yes,Yes
4083-BFNYK,Yes,Yes
3722-WPXTK,Yes,No
7389-KBFIT,No,No phone service
7176-WIONM,No,No phone service
5141-ZUVBH,Yes,No
1089-HDMKP,Yes,No
7623-HKYRK,Yes,No
0310-SUCIN,Yes,No
5197-PYEPU,Yes,Yes
2929-ERCFZ,Yes,No
7548-SEPYI,Yes,No
8835-VSDSE,Yes,No
6619-RPLQZ,Yes,No
3275-RHRNE,No,No phone service
3503-TYDAY,Yes,Yes
6901-GOGZG,Yes,Yes
1623-NLDOT,No,No phone service
7021-XSNYE,No,No phone service
9621-OUPYD,Yes,No
9898-KZQDZ,Yes,Yes
8982-NHAVY,Yes,Yes
4307-KWMXE,No,No phone service
0141-YEAYS,Yes,Yes
2450-ZKEED,Yes,No
3694-DELSO,No,No phone service
3893-JRNFS,No,No phone service
9603-OAIHC,Yes,No
1133-KXCGE,Yes,No
5236-PERKL,Yes,Yes
0142-GVYSN,Yes,No
1049-FYSYG,No,No phone service
7854-FOKSF,No,No phone service
2519-FAKOD,Yes,Yes
8406-LNMHF,Yes,No
1821-BUCWY,Yes,No
8263-JQAIK,No,No phone service
0023-UYUPN,Yes,Yes
8314-DPQHL,No,No phone service
1465-WCZVT,Yes,No
9481-SFCQY,Yes,No
6360-SVNWV,Yes,No
0567-GGCAC,Yes,No
7089-IVVAZ,Yes,Yes
8884-MRNSU,Yes,No
2171-UDMFD,Yes,No
9050-IKDZA,Yes,No
2205-YMZZJ,Yes,Yes
9802-CAQUT,Yes,Yes
1254-IZEYF,Yes,Yes
0187-WZNAB,Yes,No
9492-TOKRI,Yes,Yes
1475-VWVDO,Yes,No
9221-OTIVJ,Yes,Yes
1357-MVDOZ,Yes,No
7602-MVRMB,Yes,Yes
3325-FUYCG,Yes,Yes
5908-QMGOE,Yes,Yes
1197-BVMVG,Yes,Yes
5406-KGRMX,Yes,Yes
8481-YYXWG,Yes,No
5968-HYJRZ,Yes,Yes
5198-EFNBM,Yes,No
7516-GMHUV,Yes,Yes
7140-ADSMJ,Yes,No
2230-XTUWL,Yes,No
7706-YLMQA,Yes,No
2585-KTFRE,Yes,No
7994-UYIVZ,Yes,Yes
2609-IAICY,Yes,Yes
1740-CSDJP,No,No phone service
7717-BICXI,Yes,No
6559-RAKOZ,Yes,Yes
2636-OHFMN,No,No phone service
4716-MRVEN,Yes,No
2143-LJULT,Yes,Yes
1323-OOEPC,Yes,Yes
3200-MNQTF,Yes,Yes
6164-HXUGH,Yes,No
5630-IXDXV,Yes,Yes
0320-DWVTU,Yes,No
9135-MGVPY,Yes,No
1212-GLHMD,Yes,No
7878-JGDKK,Yes,No
1088-AUUZZ,Yes,Yes
0397-GZBBC,Yes,Yes
6614-YWYSC,Yes,Yes
9588-OZDMQ,Yes,No
7641-EUYET,Yes,Yes
6476-EPYZR,Yes,No
9921-ZVRHG,Yes,Yes
1174-FGIFN,Yes,Yes
6620-HVDUJ,Yes,No
4701-MLJPN,Yes,No
1032-MAELW,Yes,Yes
7641-TQFHN,Yes,Yes
1552-TKMXS,Yes,No
9206-GVPEQ,No,No phone service
8622-ZLFKO,Yes,Yes
1596-BBVTG,Yes,Yes
6188-UXBBR,Yes,No
2333-KWEWW,Yes,No
5702-SKUOB,Yes,No
1134-YWTYF,Yes,No
6061-GWWAV,Yes,No
0679-TDGAK,Yes,No
6585-WCEWR,Yes,No
9067-YGSCA,Yes,Yes
9067-SQTNS,Yes,No
8433-WXGNA,Yes,No
1776-SPBWV,Yes,No
8735-SDUFN,Yes,Yes
9668-PUGNU,Yes,Yes
9405-GPBBG,Yes,Yes
1926-QUZNN,Yes,Yes
3707-GNWHM,Yes,Yes
7016-NVRIC,Yes,No
5829-NVSQN,Yes,No
9565-AXSMR,Yes,No
8922-LIEGH,Yes,Yes
8869-LIHMK,Yes,Yes
8245-UMPYT,Yes,Yes
5186-SAMNZ,Yes,No
0447-RXSGD,Yes,Yes
4927-WWOOZ,Yes,Yes
5788-YPOEG,Yes,No
5373-SFODM,Yes,Yes
0661-KBKPA,Yes,Yes
9081-WWXKP,Yes,No
0784-ZQJZX,Yes,No
3133-PZNSR,Yes,Yes
5766-ZJYBB,Yes,No
8931-GJJIQ,Yes,Yes
4277-PVRAN,Yes,No
0022-TCJCI,Yes,No
0722-SVSFK,Yes,No
3612-YVGSJ,Yes,Yes
9825-YCXWZ,Yes,No
5397-NSKQG,No,No phone service
8565-HBFNN,Yes,Yes
2000-DHJUY,Yes,Yes
0203-HHYIJ,Yes,Yes
8670-ERCJH,Yes,Yes
7758-UJWYS,No,No phone service
2050-ONYDQ,Yes,Yes
7055-JCGNI,Yes,Yes
0739-UUAJR,No,No phone service
4826-DXMUP,Yes,No
0952-KMEEH,Yes,Yes
7285-KLOTR,Yes,Yes
0654-PQKDW,Yes,No
7175-NTIXE,Yes,No
7963-SHNDT,No,No phone service
9796-BPKIW,Yes,No
0188-GWFLE,Yes,No
8129-GMVGI,Yes,No
2882-DDZPG,Yes,No
3547-LQRIK,Yes,Yes
9137-NOQKA,Yes,No
5843-TTHGI,Yes,No
1849-RJYIG,Yes,No
8868-GAGIO,Yes,Yes
4061-UKJWL,Yes,No
5380-XPJNZ,Yes,No
8263-QMNTJ,Yes,Yes
8178-EYZUO,Yes,Yes
3230-JCNZS,Yes,Yes
0277-ORXQS,No,No phone service
5130-IEKQT,Yes,Yes
3230-WYKIR,Yes,Yes
7996-BPXHY,Yes,Yes
3227-WLKLI,Yes,Yes
0407-BDJKB,Yes,Yes
2266-FUBDZ,Yes,No
8237-ULIXL,Yes,Yes
9600-UDOPK,Yes,Yes
8216-AZUUZ,Yes,No
9153-BTBVV,Yes,Yes
4074-SJFFA,Yes,No
3269-ATYWD,Yes,Yes
5186-PEIZU,Yes,No
1074-AMIOH,Yes,No
4910-GMJOT,Yes,Yes
0354-WYROK,Yes,No
4361-FEBGN,Yes,No
7748-UMTRK,Yes,Yes
0380-ZCSBI,Yes,No
7145-FEJWU,Yes,Yes
6463-MVYRY,Yes,No
3969-JQABI,Yes,No
9624-EGDEQ,Yes,No
1051-EQPZR,Yes,No
5849-ASHZJ,Yes,No
5780-INQIK,Yes,No
7576-OYWBN,Yes,Yes
4526-ZJJTM,Yes,No
8384-FZBJK,Yes,Yes
3750-RNQKR,Yes,No
0962-CQPWQ,Yes,No
3096-YXENJ,Yes,Yes
1265-BCFEO,Yes,Yes
5837-LXSDN,Yes,No
5945-AZYHT,Yes,Yes
8325-QRPZR,Yes,No
6384-VMJHP,Yes,No
2262-SLNVK,Yes,No
7730-CLDSV,Yes,Yes
1135-HIORI,Yes,Yes
0164-APGRB,Yes,Yes
6481-ESCNL,Yes,Yes
1790-NESIO,Yes,No
1550-EENBN,Yes,Yes
5539-TMZLF,Yes,No
4323-SADQS,No,No phone service
4446-BZKHU,Yes,Yes
5202-IVJNU,No,No phone service
5976-JCJRH,Yes,No
8198-RKSZG,Yes,Yes
0137-OCGAB,Yes,Yes
3351-NQLDI,Yes,Yes
9297-EONCV,Yes,Yes
