CustomerID,MonthlyCharges,TotalCharges
5127-BZENZ,65.2,3512.15
2720-FVBQP,48.95,273.25
9906-NHHVC,53.5,3517.9
4522-XRWWI,80.45,3375.9
3766-EJLFL,109.05,7508.55
5939-SXWHM,26.3,1245.05
8152-UOBNY,106.8,5347.95
7351-KYHQH,64.95,493.65
7643-RCHXS,19.35,1263.85
8246-SHFGA,21.1,385.55
8387-MOJJT,77.95,3384.0
0620-XEFWH,18.85,84.2
6485-QXWWE,26.0,1638.7
2761-OCIAX,74.7,165.4
7321-VGNKU,70.35,120.25
5327-CNLUQ,96.9,4473.45
7552-KEYGT,19.55,520.55
5816-JMLGY,80.4,5717.85
3068-OMWZA,88.8,88.8
2927-QRRQV,94.65,4312.5
6032-KRXXO,90.25,2755.35
7459-RRWQZ,64.65,994.55
6265-SXWBU,95.75,6511.25
7941-RCJOW,19.55,1218.65
6374-NTQLP,104.1,7447.7
4154-AQUGT,89.05,1169.35
2387-KDZQY,20.1,279.5
3584-WKTTW,111.55,5720.35
3399-BMLVW,60.5,3121.45
1971-DTCZB,90.95,6468.6
3092-IGHWF,87.4,5918.8
3374-PZLXD,19.7,675.6
3813-DHBBB,50.95,3521.7
2812-REYAT,20.05,923.1
6518-PPLMZ,19.4,1110.35
4939-KYYPY,59.45,1611.65
8017-LXHFA,94.75,2293.6
5930-GBIWP,81.5,5553.25
6022-KOUQO,29.05,44.75
6352-TWCAU,86.45,3029.1
2361-UPSND,70.6,3231.05
6035-RIIOM,97.2,5129.45
2929-QNSRW,98.25,5508.35
1262-OPMFY,75.75,655.9
9504-DSHWM,59.2,1191.2
5035-BVCXS,75.9,866.4
6267-DCFFZ,90.05,2627.2
3533-UVMOM,70.95,4741.45
2439-LYPMQ,102.6,4009.2
4248-QPAVC,85.35,1463.45
1899-VXWXM,106.1,5082.8
1478-VPOAD,43.8,43.8
9995-HOTOH,59.0,3707.6
2988-PLAHS,69.95,220.45
1371-OJCEK,24.35,1133.7
4999-IEZLT,29.45,1983.15
8883-ANODQ,84.4,5746.75
4690-LLKUA,45.05,770.6
2351-RRBUE,20.65,134.05
5980-BDHPY,87.1,6230.1
1498-DQNRX,19.85,573.05
9469-WEJBT,90.35,3419.3
3331-HQDTW,109.8,3587.25
9490-DFPMD,84.65,3541.35
2581-VKIRT,65.5,3801.3
5442-XSDCW,79.5,868.5
7426-WEIJX,80.95,4859.1
2851-MMUTZ,56.15,1439.35
3049-NDXFL,85.8,85.8
8580-AECUZ,79.1,79.1
3307-TLCUD,34.4,592.75
6625-FLENO,20.75,1185.95
2967-MXRAV,18.8,18.8
7963-GQRMY,44.3,134.5
8189-HBVRW,90.8,4921.2
4163-KIUHY,25.6,901.25
1228-FZFRV,105.95,5341.8
3500-NSDOA,70.8,4859.95
1171-TYKUR,25.4,1139.2
3761-FLYZI,108.8,7082.45
2058-DCJBE,69.75,324.6
5364-XYIRR,94.65,4812.75
4829-AUOAX,96.05,4399.5
1219-NNDDO,76.85,663.55
8388-DMKAE,20.25,174.65
4403-BWPAY,24.8,321.7
9659-QEQSY,115.65,5125.5
5405-ZMYXQ,74.6,548.9
5047-LHVLY,50.15,50.15
1442-OKRJE,103.15,7031.3
4737-AQCPU,72.1,5016.65
9158-VCTQB,113.6,4594.95
2808-CHTDM,25.1,611.45
6311-UEUME,78.9,2384.15
0793-TWELN,80.15,319.85
3283-WCWXT,25.4,153.3
1060-ENTOF,105.4,7035.6
0999-QXNSA,45.75,344.2
5451-MHQOF,24.45,1431.65
4836-WNFNO,25.0,1849.2
9225-BZLNZ,85.25,6083.1
0354-VXMJC,19.6,426.65
4422-QVIJA,50.15,1655.35
9365-SRSZE,70.55,1943.9
6839-ITVZJ,60.05,1616.15
8332-OSJDW,26.4,314.95
4735-BJKOU,20.15,804.85
0274-JKUJR,58.85,465.7
5740-YHGTW,97.55,6669.05
8917-SZTTJ,19.65,1161.75
1696-MZVAU,25.25,947.75
7359-WWYJV,114.45,8375.05
0375-HVGXO,34.7,34.7
4906-ZHGPK,70.7,3770.0
8593-WHYHV,85.3,264.8
3795-GWTRD,75.55,4707.85
1298-PHBTI,84.8,6152.4
6223-DHJGV,20.65,958.1
6961-MJKBO,20.45,943.0
6097-EQISJ,102.45,6615.15
4423-YLHDV,104.4,2200.25
8158-WPEZG,35.65,425.1
0107-YHINA,99.75,99.75
4918-FYJNT,90.45,5044.8
0727-BNRLG,97.65,6743.55
4854-CIDCF,73.85,196.4
8640-SDGKB,74.4,299.7
3280-MRDOF,69.1,2093.9
6435-SRWBJ,82.75,417.75
9964-WBQDJ,24.4,1725.4
6303-KFWSL,55.25,1620.2
1702-CCFNJ,61.35,3169.55
8932-CZHRQ,76.75,5233.25
0386-CWRGM,19.4,967.85
5515-RUGKN,54.75,438.05
0404-AHASP,19.7,1421.9
7279-NMVJC,19.9,323.15
2081-VEYEH,107.95,318.6
6407-UTSLV,83.8,163.7
4116-TZAQJ,74.25,639.65
9060-HJJRW,56.4,2928.5
2587-YNLES,20.1,100.35
7398-SKNQZ,94.9,273.2
5935-FCCNB,94.2,1608.15
1958-RNRKS,49.9,1441.95
5136-RGMZO,71.05,2168.15
8345-MVDYC,81.65,3618.7
8226-BXGES,89.45,5692.65
3877-JRJIP,59.85,59.85
8375-DKEBR,69.6,69.6
9705-IOVQQ,99.0,5969.3
1015-OWJKI,19.05,19.05
7511-YMXVQ,45.4,418.8
2040-XBAVJ,114.45,8100.55
7551-JOHTI,19.5,19.5
8887-IPQNC,44.25,313.45
8646-JCOMS,90.55,6130.95
9804-ICWBG,69.9,69.9
1222-KJNZD,20.4,745.3
0106-GHRQR,71.4,1212.1
5318-IXUZF,87.15,183.75
3768-VHXQO,24.85,1583.5
8952-WCVCD,104.45,4162.05
2418-TPEUN,19.8,1119.9
3963-RYFNS,116.45,8013.55
3198-VELRD,84.75,264.85
8540-ZQGEA,20.05,1102.4
1320-REHCS,110.75,5832.0
4137-JOPHL,89.7,4304.5
9436-ZBZCT,89.95,1178.4
7801-CEDNV,48.7,1421.75
2057-BOYKM,96.6,6827.5
3658-QQJYD,74.3,4698.05
1803-BGNBD,54.3,654.5
0134-XWXCE,74.85,3268.05
6950-TWMYB,79.95,4362.05
5848-FHRFC,20.05,1386.9
2243-FNMMI,19.4,415.4
2511-MORQY,54.9,2614.1
5356-KZCKT,24.45,1513.6
9470-XCCEM,89.65,3161.6
6519-CFDBX,45.4,80.95
3902-MIVLE,75.7,4676.7
0409-WTMPL,110.65,6526.65
8763-KIAFH,20.55,583.3
3669-WHAFY,115.15,8078.1
3055-VTCGS,58.55,3503.5
3144-KMTWZ,93.25,6669.45
7279-BUYWN,113.2,4689.5
7156-MHUGY,90.5,1201.15
7198-GLXTC,79.0,143.65
2007-QVGAW,19.35,1292.65
5207-PLSTK,48.75,48.75
2307-FYNNL,109.05,7108.2
5605-XNWEN,25.0,1802.55
2155-AMQRX,54.9,1505.15
6181-AXXYF,24.75,1859.1
5091-HFAZW,91.15,168.5
0516-VRYBW,20.15,390.85
2519-LBNQL,104.35,6339.45
8623-ULFNQ,66.05,1652.4
8380-PEFPE,71.65,71.65
5687-DKDTV,20.35,77.5
1568-LJSZU,92.2,6392.85
7530-HDYDS,84.25,3264.5
7789-HKSBS,105.2,4599.15
7416-CKTEP,19.6,1134.25
2586-CWXVV,30.4,1621.35
3096-IZETN,78.1,947.3
2348-KCJLT,61.5,2722.2
8401-EMUWF,69.4,3058.3
4193-IBKSW,24.75,1769.6
5377-NDTOU,91.05,6293.75
5922-ABDVO,89.65,1761.05
2474-LCNUE,73.65,1642.75
0839-QNXME,19.4,578.5
3506-OVLKD,26.2,954.9
9172-ANCRX,98.7,973.25
6650-VJONK,43.85,43.85
2178-PMGCJ,69.7,1490.4
7492-TAFJD,38.55,280.0
2773-MADBQ,53.1,1901.25
6016-LVTJQ,20.65,716.4
7860-KSUGX,64.45,4720.0
8966-KZXXA,25.1,930.95
6910-HADCM,76.35,76.35
4816-LXZYW,79.15,1676.95
9606-PBKBQ,85.0,2642.05
5149-QYTTU,95.15,6770.85
2070-XYMFH,79.35,1835.3
2085-BOJKI,96.65,1588.25
0817-HSUSE,75.5,75.5
5442-PPTJY,19.7,258.35
1927-QEWMY,20.5,1502.25
1663-MHLHE,19.2,19.2
5663-QBGIS,98.35,6929.4
4450-MDZFX,74.35,4453.3
6701-DHKWQ,51.35,3244.4
7554-AKDQF,45.65,323.45
3536-IQCTX,85.3,2661.1
4911-BANWH,86.55,2697.4
8496-EJAUI,73.85,1424.5
0794-YVSGE,20.3,1401.15
5423-BHIXO,54.2,1739.6
6908-VVYHM,90.65,5931.0
2959-EEXWB,50.9,2333.85
1839-UMACK,25.05,949.85
3030-YDNRM,74.85,572.45
7321-KKSDU,20.5,696.8
3402-XRIUO,63.55,1381.8
3132-TVFDZ,44.85,2572.95
8286-AFUYI,47.95,47.95
8080-DDEMJ,45.1,45.1
8356-WUAOJ,45.0,45.0
6365-MTGZX,96.0,2122.45
1349-WXNGG,20.05,20.05
8058-DMYRU,90.05,4931.8
9350-ZXYJC,25.3,116.95
6990-YNRIO,108.65,6937.95
8958-JPTRR,24.3,1261.7
6959-GQEGV,75.95,3273.8
3173-WSSUE,19.7,1415.85
1265-HVPZB,66.4,3958.2
4115-UMJFQ,35.75,2492.25
7369-TRPFD,18.8,279.2
1098-KFQEC,19.4,1083.0
7190-XHTWJ,19.3,755.5
0621-TWIEM,45.55,402.6
3537-RYBHH,67.45,3252.0
2485-ITVKB,35.1,68.75
3669-OYSJI,46.2,46.2
1612-EOHDH,45.15,45.15
6702-OHFWR,43.3,43.3
5296-BFCYD,20.1,936.85
4510-PYUSH,57.15,2250.65
9359-JANWS,58.9,3857.1
7517-SAWMO,73.2,1441.1
4143-HHPMK,85.35,4338.6
3279-DYZQM,19.45,1378.45
7054-LGEQW,45.95,45.95
0523-VNGTF,50.5,2566.3
9575-IWCAZ,25.1,171.0
7105-MXJLL,60.7,1597.4
7064-FRRSW,99.0,4744.35
7940-UQQUG,104.4,6721.6
0923-PNFUB,83.75,247.25
3961-SXAXY,44.05,44.05
7010-BRBUU,24.1,1734.65
3566-HJGPK,45.55,45.55
3062-ICYZQ,93.8,4539.35
9938-PRCVK,19.7,804.25
0973-KYVNF,70.65,5011.15
5129-HHMZC,86.45,3574.5
9637-CDTKZ,114.1,8086.4
3946-JEWRQ,95.2,4563.0
7873-CVMAW,88.55,6362.35
0463-WZZKO,20.75,67.1
3494-JCHRQ,70.05,70.05
6474-FVJLC,86.0,165.45
4524-QCSSM,44.65,1156.55
5832-EXGTT,60.2,1834.15
8840-DQLGN,100.5,3653.35
2039-JONDJ,55.45,1477.65
7217-JYHOQ,70.3,1706.45
6695-FRVEC,60.4,3953.7
4547-LYTDD,72.65,1194.3
9894-QMIMJ,55.8,1327.85
8069-YQQAJ,31.1,419.7
6770-XUAGN,21.0,21.0
4193-ORFCL,45.1,45.1
1636-NTNCO,50.95,207.35
3466-WAESX,69.1,1083.7
9281-PKKZE,43.95,2007.85
3638-VBZTA,86.5,5882.75
7459-IMVYU,69.95,2657.55
7776-QWNFX,50.4,1527.5
6689-TCZHQ,78.95,378.4
8563-OYMQY,90.95,1612.2
0754-EEBDC,19.9,76.65
5777-ZPQNC,20.15,260.7
1951-IEYXM,90.6,6441.85
3318-NMQXL,92.0,266.8
3143-ILDAL,94.45,5124.6
1022-RKXDR,24.85,962.25
2361-FJWNO,36.0,1382.9
2272-UOINI,78.5,571.05
8232-UTFOZ,19.95,1399.35
3750-YHRYO,20.65,150.0
6637-KYRCV,30.5,167.2
5668-MEISB,106.1,7657.4
0129-QMPDR,20.5,865.05
7188-CBBBA,95.5,6153.85
5356-CSVSQ,64.6,174.2
3221-CJMSG,51.1,1269.6
4720-VSTSI,84.8,3862.55
3219-JQRSL,89.1,6352.4
2801-NISEI,54.95,1348.5
3946-MHCZW,50.9,50.9
4623-ZKHLY,20.45,471.55
6732-VAILE,85.95,5931.75
8201-AAXCB,60.35,1404.65
7696-CFTAT,19.8,726.1
1845-CSBRZ,85.35,1961.6
2123-VSCOT,72.1,4194.85
6651-AZVTJ,99.8,4872.45
4566-GOLUK,107.35,5118.95
2484-DGXPZ,19.55,658.95
2018-QKYGT,81.05,81.05
2792-VPPET,20.5,76.95
7409-JURKQ,111.8,5809.75
3247-MHJKM,20.2,20.2
1964-SVLEA,19.7,415.9
4587-NUKOX,79.1,246.5
7297-DVYGA,19.85,996.95
2239-CGBUZ,60.5,3145.15
0854-UYHZD,19.55,265.3
7243-LCGGZ,20.9,20.9
8267-KFGYD,21.05,21.05
4890-VMUAV,71.5,4576.3
9261-WDCAF,54.65,189.1
3764-MNMOI,19.2,908.15
7442-YGZFK,49.8,49.8
0420-BWTPW,25.5,215.2
8229-BUJHX,20.5,1500.95
7449-HVPIV,90.4,5099.15
5504-WSIUR,90.25,6385.95
8183-ONMXC,80.75,159.45
8466-PZBLH,104.6,6885.75
9614-RMGHA,91.85,5940.85
8735-IJJEG,50.2,668.85
0564-MUUQK,95.5,1916.2
5054-IEXZT,75.35,75.35
5834-ASPWA,75.45,75.45
0701-RFGFI,95.4,4613.95
0019-EFAEP,101.3,7261.25
5619-PTMIK,53.1,2459.8
3737-XBQDD,84.85,2048.8
5882-CMAZQ,34.25,163.55
5846-QFDFI,88.6,2888.7
4445-KWOKW,60.15,2421.6
3511-APPBJ,99.95,2292.75
7967-HYCDE,70.7,553.4
2430-RRYUW,54.8,3465.7
3948-XHGNA,49.55,1210.4
3723-BFBGR,54.8,1291.3
0565-IYCGT,78.6,5356.45
5447-WZAFP,100.3,5200.8
5110-CHOPY,53.6,3237.05
5445-UTODQ,81.1,576.65
4425-OWHWB,19.35,433.75
7892-QVYKW,85.6,1868.4
9675-ICXCT,80.8,5728.55
1024-VRZHF,74.95,825.7
4703-MQYKT,19.6,390.4
9497-QCMMS,93.55,93.55
5692-ICXLW,90.7,2845.15
0602-DDUML,69.75,3894.4
2208-MPXIO,20.0,886.4
1960-UYCNN,95.25,1021.55
0348-SDKOL,102.1,5885.4
3190-FZATL,19.95,268.4
7336-RLLRH,80.85,2204.35
4373-MAVJG,90.9,1259.0
8901-HJXTF,29.2,309.1
7710-JSYOA,93.3,6398.05
5419-KLXBN,89.15,2257.75
3424-NMNBO,108.85,6287.25
9885-MFVSU,46.35,1662.05
4514-GFCFI,84.75,1350.15
0607-MVMGC,78.75,3600.65
3365-SAIGS,83.55,1329.15
9828-AOQLM,45.7,45.7
8022-BECSI,19.6,422.5
8000-REIQB,69.95,69.95
9993-LHIEB,67.85,4627.65
0266-CLZKZ,105.65,6717.9
7615-ESMYF,44.6,97.1
3858-VOBET,74.95,1710.45
7020-OZKXZ,75.5,637.4
3977-QCRSL,20.15,117.95
0017-DINOC,45.2,2460.55
1447-PJGGA,95.25,5464.65
8565-CLBZW,89.85,2165.05
9139-WQQDY,100.45,4941.8
0224-HJAPT,47.15,223.15
8086-OVPWV,80.2,181.1
9430-FRQOC,87.1,341.45
7639-OPLNG,79.25,5731.85
3074-GQWYX,75.9,357.75
1492-QGCLU,85.7,4616.1
6845-RGTYS,98.75,4533.7
7328-OWMOM,20.1,589.25
4418-LZMSV,61.8,750.1
5155-AZQPB,49.9,1410.25
8861-HGGKB,86.45,830.85
1087-GRUYI,20.4,743.5
7065-YUNRY,45.3,45.3
7694-VLBWQ,104.1,7040.85
2546-KZAAT,75.4,3865.45
0181-RITDD,108.15,6825.65
5989-PGKJB,86.25,1340.1
4795-KTRTH,81.0,371.65
8272-ONJLV,95.7,1184.0
1488-PBLJN,116.85,8477.7
0308-GIQJT,105.75,7382.85
3778-FOAQW,20.15,456.85
4452-ROHMO,19.6,331.6
6481-OGDOO,90.6,6056.15
3090-LETTY,60.95,134.6
5349-AZPEW,25.05,125.5
3753-TSEMP,88.15,1390.6
8305-VHZBZ,20.2,20.2
9720-JJJOR,60.3,2511.3
8100-HZZLJ,63.95,2737.05
8775-ERLNB,74.3,74.3
8309-IEYJD,70.6,70.6
9172-JITSM,90.8,2361.8
6298-QDFNH,79.35,1730.35
7398-HPYZQ,90.55,6404.0
3546-GHEAE,19.45,165.35
7361-YPXFS,64.45,1867.6
6557-BZXLQ,69.65,1043.3
2550-QHZGP,19.5,128.6
7519-JTWQH,110.5,7455.45
2538-OIMXF,24.7,24.7
8543-MSDMF,77.4,206.15
9961-JBNMK,96.8,2030.3
1170-SASML,85.4,5869.4
4872-JCVCA,47.6,3377.8
5346-BZCHP,19.4,1346.2
2038-LLMLM,103.85,4946.05
6173-ITPWD,83.35,4065.0
9734-UYXQI,49.4,106.55
1216-BGTSP,108.45,4964.7
4138-NAXED,81.0,4085.75
2189-UXTKY,79.2,1742.75
0744-BIKKF,86.65,6224.8
7483-IQWIB,92.95,3415.25
5248-KWLAR,90.35,6325.25
4958-GZWIY,48.7,340.25
7996-MHXLW,25.15,1683.6
7833-PKIHD,76.4,3966.3
7061-OVMIM,19.55,608.5
5153-RTHKF,85.35,2896.6
1852-QSWCD,24.8,1514.85
4832-VRBMR,103.15,6792.45
9079-LWTFD,100.75,4669.2
6356-ELRKD,95.6,95.6
8624-GIOUT,59.75,2934.3
3392-EHMNK,94.1,6302.8
5986-WWXDV,19.35,779.2
3061-BCKYI,19.9,283.75
6179-GJPSO,108.15,4600.7
7901-TBKJX,101.05,5594.0
7228-PAQPD,59.1,772.85
3177-LASXD,71.35,71.35
7746-QYVCO,55.85,857.8
5804-HYIEZ,106.05,7554.05
9919-FZDED,84.1,5981.65
5934-TSSAU,75.3,1702.9
3486-KHMLI,24.7,467.15
4897-QSUYC,20.15,20.15
1084-UQCHV,69.75,69.75
8290-YWKHZ,93.2,2931.0
2955-BJZHG,80.85,1400.85
3806-DXQOM,33.65,137.85
6784-XYJAE,55.8,1941.5
3933-DQPWX,39.7,1932.75
6661-EIPZC,29.5,1423.05
8957-THMOA,20.15,970.85
2251-PYLPB,79.55,5810.9
5555-RNPGT,24.8,223.9
1057-FOGLZ,19.65,391.7
9300-RENDD,79.95,79.95
0761-AETCS,19.3,19.3
8087-LGYHQ,94.05,811.65
4137-BTIKL,90.75,174.75
2190-BCXEC,78.85,3126.85
6227-FBDXH,99.5,6841.45
2153-MREFK,99.2,3754.6
2911-WDXMV,80.55,1406.65
7206-PQBBZ,70.2,834.7
3106-ULWFW,85.2,627.4
0925-VYDLG,75.25,242.0
4547-FZJWE,59.45,3157.0
7422-WNBTY,93.35,3092.0
0842-IWYCP,44.95,2168.9
3521-HTQTV,26.1,980.35
3744-ZBHON,20.2,65.95
3373-DIUUN,21.25,711.9
8383-SGHJU,59.4,1952.8
7607-QKKTJ,95.0,4368.85
7707-PYBBH,61.9,2647.1
8984-HPEMB,118.65,8477.6
4349-GFQHK,54.35,54.35
4139-DETXS,64.45,4528.0
9779-DPNEJ,80.15,1790.65
9805-FILKB,20.2,845.6
5793-YOLJN,21.0,1210.3
0673-IGUQO,20.45,20.45
4123-FCVCB,75.85,854.45
8819-IMISP,80.45,2429.1
7802-EFKNY,24.95,100.4
8311-UEUAB,75.5,5229.45
5858-EAFCZ,44.45,44.45
8035-BUYVG,42.35,1716.45
1163-ONYEY,74.55,3023.55
9787-XVQIU,75.3,75.3
8945-MUQUF,94.8,4837.6
5656-MJEFC,48.15,2032.3
6082-OQFBA,19.65,436.9
8051-HJRLT,70.55,70.55
8974-OVACP,20.15,20.15
4010-YLMVT,106.6,5893.95
1379-FRVEB,91.0,1430.05
8612-GXIDD,25.4,313.0
6288-CHQJB,69.95,3871.85
8160-HOWOX,66.85,458.1
3023-GFLBR,86.15,2745.7
6648-INWPS,20.15,341.35
4223-BKEOR,64.85,1336.8
4079-VTGLK,74.85,2181.75
1763-WQFUK,50.5,147.75
1391-UBDAR,72.9,818.45
8894-JVDCV,115.05,7133.45
2023-VQFDL,19.0,348.8
1345-GKDZZ,19.55,128.6
2014-MKGMH,101.1,4674.4
5628-FCGYG,84.1,1737.45
2560-WBWXF,24.15,1498.85
0248-IPDFW,50.1,50.1
7978-DKUQH,74.6,1797.75
4335-UPJSI,19.75,498.1
0524-IAVZO,85.0,2624.25
2737-YNGYW,80.55,184.1
1784-EZDKJ,106.8,5498.8
9297-FVVDH,84.5,4845.4
8007-YYPWD,25.05,369.1
7101-HRBLJ,83.7,6096.9
5159-YFPKQ,75.8,160.75
6635-CPNUN,96.6,2684.35
4021-RQSNY,98.5,3004.15
5453-YBTWV,101.1,6994.8
5039-LZRQT,20.2,273.25
2931-VUVJN,94.05,5483.9
9061-TIHDA,95.25,1233.65
8699-ASUFO,74.4,527.9
6418-PIQSP,81.0,4985.9
8220-OCUFY,60.25,1258.35
3995-WFCSM,60.85,111.4
1895-QTKDO,43.95,43.95
2038-OEQZH,86.05,308.1
1178-PZGAB,20.25,383.65
7927-AUXBZ,85.15,2555.9
2626-VEEWG,19.4,1284.2
2878-RMWXY,102.65,7550.3
1657-DYMBM,19.9,1110.05
7311-MQJCH,19.55,99.6
7375-WMVMT,95.5,6707.15
1136-XGEQU,84.15,4164.4
2530-FMFXO,103.2,5873.75
6844-DZKRF,50.2,109.25
4695-WJZUE,88.55,179.25
7619-ODSGN,54.75,1338.15
5970-GHJAW,19.95,862.4
8879-XUAHX,116.25,8564.75
3689-MOZGR,31.2,926.2
4195-PNGZS,24.45,1718.2
5003-XZWWO,84.2,5956.85
3988-RQIXO,91.3,91.3
7622-FWGEW,85.65,4824.45
6922-NCEDI,21.2,1238.65
2514-GINMM,79.5,79.5
9891-NQDBD,25.55,672.2
6131-IUNXN,20.2,382.2
8548-AWOFC,63.85,4264.6
9798-DRYDS,61.95,1070.7
8532-UEFWH,25.75,1345.85
6296-DDOOR,58.2,1045.25
7951-VRDVK,85.85,3003.55
5931-FLJJF,70.1,467.55
4815-YOSUK,104.9,7537.5
2659-VXMWZ,111.3,7482.1
0380-NEAVX,99.85,3343.15
3207-OYBWH,95.25,5427.05
4285-GYRQC,86.25,587.1
7216-EWTRS,100.8,100.8
4365-MSDYN,19.55,161.15
7036-TYDEC,104.0,7028.5
5802-ADBRC,104.4,5232.9
8076-FEZKJ,19.5,225.85
5197-YPYBZ,25.25,274.7
8337-MSSXB,86.3,1180.95
4312-GVYNH,49.85,3370.2
8495-LJDFO,108.95,7111.3
0839-JTCUD,89.9,5958.85
5494-WOZRZ,82.0,5999.85
1302-UHBDD,89.95,1648.45
2234-EOFPT,79.35,5753.25
8619-IJNDK,64.05,4492.9
8378-LKJAF,101.15,3956.7
8182-BJDSI,89.95,2625.55
2528-HFYZX,76.45,1233.4
1153-GNOLC,39.1,1309.0
3298-QEICA,34.6,813.45
0788-DXBFY,19.55,1108.8
3597-YASZG,104.45,7349.35
3496-LFSZU,70.5,294.2
5242-UOWHD,20.35,929.2
2482-CZGBB,70.0,740.0
6479-SZPLM,19.45,754.5
8097-VBQTZ,69.9,3883.3
4500-HKANN,59.7,1414.2
9917-KWRBE,78.35,3211.2
3420-ZDBMA,71.45,371.6
2212-LYASK,45.85,1246.4
1393-IMKZG,95.85,95.85
8069-RHUXK,35.7,2545.7
3398-GCPMU,89.55,6448.85
2908-WGAXL,24.95,1468.9
3378-AJRAO,24.85,1013.6
1013-QCWAM,100.8,6690.75
0866-QLSIR,64.4,2088.75
6050-FFXES,105.35,7240.65
7181-BQYBV,102.45,102.45
0362-RAOQO,19.65,830.25
9554-DFKIC,54.45,1588.7
5527-ACHSO,70.5,829.3
0829-DDVLK,20.1,302.45
1399-UBQIU,69.35,712.25
1813-JLKWR,19.8,1336.65
0336-PIKEI,74.4,5360.75
7322-OCWHC,93.05,6735.05
9537-VHDTA,51.2,51.2
4957-TIALW,65.6,1010.0
2054-PJOCK,80.55,4847.05
9150-HEPMB,52.7,3019.7
9030-QGZNL,20.85,161.65
6204-IEUXJ,80.1,217.55
3126-WQMGH,52.15,2583.75
4529-CKBCL,80.2,146.05
2506-CLAKW,98.15,567.45
7176-WRTNX,114.95,7711.25
1583-IHQZE,112.95,1384.75
5732-IKGQH,104.45,5481.25
9239-GZHZE,113.65,8124.2
7205-BAIAD,20.6,827.3
0151-ONTOV,70.9,70.9
4140-MUHUG,86.85,220.95
0093-EXYQL,91.55,3673.6
8064-RAVOH,49.85,49.85
0219-QAERP,19.8,576.65
0320-JDNQG,99.85,2331.3
7180-PISOG,74.5,74.5
9168-INPSZ,104.15,4495.65
3571-RFHAR,109.15,6941.2
0015-UOCOJ,48.2,340.35
5334-AFQJB,25.1,1789.9
2754-SDJRD,100.15,908.55
9578-VRMNM,65.2,1043.35
1587-FKLZB,99.5,6822.15
6140-QNRQQ,71.55,71.55
8963-JLGJT,55.9,157.55
4307-KTUMW,93.9,5029.2
1465-LNTLJ,64.4,581.7
5440-FLBQG,108.4,7318.2
2135-DQWAQ,85.3,420.45
4056-QHXHZ,107.45,7576.7
7470-MCQTK,48.75,633.4
7488-MXJIV,85.65,321.65
7401-JIXNM,91.3,4965.0
9339-FIIJL,85.95,6151.9
2027-FECZV,106.7,1253.9
2672-DZUOY,25.15,25.15
4706-DGAHW,45.2,45.2
3870-MQAMG,110.35,5893.15
6670-MFRPK,79.2,5420.65
6177-PEVRA,55.5,2627.35
4800-CZMPC,103.25,5037.55
4813-HQMGZ,90.25,743.75
7579-KKLOE,91.25,6589.6
7377-DMMRI,47.8,92.45
8402-EIVQS,100.9,6733.15
4947-DSMXK,97.7,3410.0
7245-NIIWQ,69.85,199.85
0002-ORFBO,65.6,593.3
3324-OIRTO,104.65,7288.4
5414-OFQCB,90.45,5229.8
4967-WPNCF,63.7,4464.8
8552-OBVRU,104.5,5068.05
8499-BRXTD,20.1,401.85
9154-QDGTH,104.3,4451.85
8197-BFWVU,93.25,6688.95
2577-GVSIL,73.45,2661.1
9367-OIUXP,20.7,73.05
6770-UAYGJ,25.25,1211.65
6463-HHXJR,100.5,7030.65
7928-VJYAB,90.6,1020.2
1187-WILMM,89.4,5597.65
9776-OJUZI,95.45,6223.3
1306-RPWXZ,20.45,1024.65
8949-JTMAY,98.6,2933.2
2774-LVQUS,83.05,1258.3
3097-PYWXL,19.95,82.9
2266-SJNAT,109.15,7789.6
0869-PAPRP,85.7,2067.0
4238-JSSWH,102.05,3452.55
2972-YDYUW,94.7,5468.95
1104-FEJAM,64.4,1802.15
2809-ILCYT,26.8,733.55
5499-ECUTN,66.05,3021.45
4981-FLTMF,65.2,3687.85
9121-PHQSR,85.05,1391.15
3113-IWHLC,55.8,274.35
3211-ILJTT,70.4,1214.05
4612-THJBS,104.75,5510.65
4277-BWBML,19.95,1322.85
4094-NSEDU,94.25,1973.75
0234-TEVTT,45.0,2196.3
4304-TSPVK,114.9,7843.55
1552-AAGRX,106.4,3211.9
2637-FKFSY,46.1,130.15
9796-MVYXX,39.7,692.35
7874-ECPQJ,20.05,85.5
0020-INWCK,95.75,6849.4
7089-RKVSZ,24.4,203.95
2683-JXWQQ,33.6,2117.2
9548-ZMVTX,90.45,6565.85
8739-XNIKG,84.0,424.75
9755-JHNMN,67.4,3306.85
3981-QSVQI,19.7,168.9
2789-HQBOU,80.35,253.8
9424-CMPOG,19.6,197.4
5067-WJEUN,54.2,3838.2
3450-WXOAT,45.2,2065.15
9251-WNSOD,75.1,5064.45
6974-DAFLI,19.7,1140.05
2616-UUTFK,72.75,2447.45
7064-JHXCE,20.05,1263.9
5103-MHMHY,45.95,45.95
7989-AWGEH,39.2,1838.15
4373-VVHQL,44.75,44.75
4559-UWIHT,82.65,1185.0
7268-IGMFD,93.9,1743.9
1846-XWOQN,70.15,70.15
0235-KGSLC,85.55,85.55
6650-BWFRT,117.15,8529.5
9570-KYEUA,99.25,6549.45
6993-YGFJV,112.55,7806.5
2712-SYWAY,25.7,25.7
0730-BGQGF,90.3,6287.3
5498-IBWPI,49.4,3251.85
